tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers,actorId,actorName,actorName2
tt0057301,movie,Mechte navstrechu,Mechte navstrechu,0,1963,\N,64,Sci-Fi,"nm0462122,nm0439382","nm0073448,nm0094147,nm0439382,nm0462122",nm0462122,Otar Koberidze,
tt0057333,movie,Life Goes On,El mundo sigue,0,1965,\N,121,Drama,nm0273178,"nm0273178,nm0958692",nm0273178,Fernando Fernan Gomez,
tt0057372,movie,The Nutty Professor,The Nutty Professor,0,1963,\N,107,"Comedy,Romance,Sci-Fi",nm0001471,"nm0001471,nm0725075",nm0001471,Jerry Lewis,
tt0057408,movie,Peters landlov,Peters landlov,0,1963,\N,74,"Comedy,Family,Romance",nm0485999,nm0370459,nm0485999,Ebbe Langberg,
tt0057547,movie,Sword of Lancelot,Lancelot and Guinevere,0,1963,\N,116,"Action,Adventure,Fantasy",nm0664273,"nm0770337,nm0664273",nm0664273,Cornel Wilde,
tt0057548,movie,Syd for Tana River,Syd for Tana River,0,1963,\N,84,"Adventure,Drama,Family","nm0159726,nm0311456,nm0582543",nm0360788,nm0159726,Bent Christensen,
tt0057569,movie,The Terror,The Terror,0,1963,\N,81,"Horror,Thriller","nm0000197,nm0375494,nm0000338,nm0384335,nm0415911,nm8466308,nm0000339","nm0330388,nm0384335,nm0000339",nm0000197,Jack Nicholson,
tt0057725,movie,Take It All,À tout prendre,0,1963,\N,99,Drama,nm0433267,nm0433267,nm0433267,Claude Jutra,
tt0057808,movie,3 Nuts in Search of a Bolt,3 Nuts in Search of a Bolt,0,1964,\N,79,Comedy,nm0634749,"nm0569431,nm0634749",nm0634749,Tommy Noonan,
tt0058081,movie,Fado Corrido,Fado Corrido,0,1964,\N,110,"Drama,Musical,Romance",nm0229445,"nm0610039,nm0229445",nm0229445,Jorge Brum do Canto,
tt0058082,movie,Fagr Yom gedid,Fagr Yom gedid,0,1965,\N,128,Drama,nm0149631,\N,nm0149631,Youssef Chahine,
tt0058163,movie,Guerillas in Pink Lace,Guerillas in Pink Lace,0,1964,\N,96,Adventure,nm0599787,"nm0342927,nm0599787",nm0599787,George Montgomery,
tt0058206,movie,Hole in the Moon,Hor B'Levana,0,1964,\N,90,Comedy,nm0957612,nm0447534,nm0957612,Uri Zohar,
tt0058243,movie,Jaloux comme un tigre,Jaloux comme un tigre,0,1964,\N,86,Comedy,"nm0184781,nm0216622","nm0184781,nm0092333,nm1749114,nm0897505",nm0184781,Darry Cowl,
tt0058350,movie,The Mighty Jungle,The Mighty Jungle,0,1964,\N,88,"Adventure,Horror,Mystery","nm0197932,nm0735879,nm0067801","nm0067801,nm0197932,nm0735879",nm0197932,David DaLie,
tt0058364,movie,World Without Sun,Le monde sans soleil,0,1964,\N,93,Documentary,nm0184150,\N,nm0184150,Jacques-Yves Cousteau,
tt0058375,movie,Death of a Killer,La mort d'un tueur,0,1964,\N,80,Drama,nm0396136,"nm0220850,nm0396136,nm0552706,nm0845966,nm0845969",nm0396136,Robert Hossein,
tt0058423,movie,Obyknovennoe chudo,Obyknovennoe chudo,0,1965,\N,99,"Fantasy,Romance","nm0307435,nm0518117","nm0307435,nm0518117,nm0796065",nm0307435,Erast Garin,
tt0058439,movie,Forest of the Hanged,Padurea spânzuratilor,0,1965,\N,154,"Drama,Romance,War",nm0162979,"nm0691489,nm0714384",nm0162979,Liviu Ciulei,
tt0058456,movie,The Patsy,The Patsy,0,1964,\N,101,Comedy,nm0001471,"nm0001471,nm0725075",nm0001471,Jerry Lewis,
tt0058547,movie,Sangam,Sangam,0,1964,\N,238,"Drama,Musical,Romance",nm0004292,nm0025613,nm0004292,Raj Kapoor,
tt0058609,movie,Spuit Elf,Spuit Elf,0,1964,\N,107,Comedy,nm0131918,"nm0131918,nm0188534",nm0131918,Paul Cammermans,
tt0058653,movie,The Thrill Killers,The Thrill Killers,0,1964,\N,70,"Action,Crime,Horror",nm0245081,"nm0370827,nm0689377,nm0245081",nm0245081,Ray Dennis Steckler,
tt0058682,movie,Treasure Island,Wu hu jiang,0,1964,\N,\N,Action,"nm1974249,nm0947445","nm0156573,nm1975722",nm1974249,Qi Fu,
tt0058690,movie,The Troublemaker,The Troublemaker,0,1964,\N,80,Comedy,nm0282291,"nm0377750,nm0282291",nm0282291,Theodore J. Flicker,
tt0058722,movie,The Thief of Tibadabo,Le voleur de Tibidabo,0,1965,\N,86,Comedy,nm0740067,"nm0286305,nm0545115,nm0740067,nm0006621",nm0740067,Maurice Ronet,
tt0058758,movie,X-paroni,X-paroni,0,1964,\N,85,Comedy,"nm0419019,nm0657122,nm0664218","nm0419019,nm0657122,nm0664218",nm0657122,Jaakko Pakkasvirta,
tt0058758,movie,X-paroni,X-paroni,0,1964,\N,85,Comedy,"nm0419019,nm0657122,nm0664218","nm0419019,nm0657122,nm0664218",nm0664218,Spede Pasanen,
tt0058759,movie,Memories,Yaadein,0,1964,\N,113,"Drama,Mystery",nm0004570,nm0015296,nm0004570,Sunil Dutt,
tt0058761,movie,A Yank in Viet-Nam,A Yank in Viet-Nam,0,1964,\N,80,"Drama,War",nm0860471,"nm0507289,nm0911985",nm0860471,Marshall Thompson,
tt0058767,movie,Little Hare,Zaychik,0,1965,\N,87,Comedy,nm0125904,"nm0319928,nm0752358,nm0753517",nm0125904,Leonid Bykov,
tt0058922,movie,The Secret Killer,Le vampire de Düsseldorf,0,1965,\N,89,"Biography,Crime,Thriller",nm0396136,"nm0396136,nm0220850,nm0845969,nm0845966",nm0396136,Robert Hossein,
tt0058954,movie,The Beach Girls and the Monster,The Beach Girls and the Monster,0,1965,\N,70,Horror,nm0355755,"nm1134445,nm0798102,nm1188403",nm0355755,Jon Hall,
tt0059012,movie,Chimes at Midnight,Campanadas a medianoche,0,1965,\N,119,"Comedy,Drama,History",nm0000080,"nm0000636,nm0390547,nm0000080",nm0000080,Orson Welles,
tt0059025,movie,Chappaqua,Chappaqua,0,1966,\N,82,Drama,nm0740270,nm0740270,nm0740270,Conrad Rooks,
tt0059091,movie,Dead Birds,Dead Birds,0,1963,\N,85,Documentary,nm0307086,nm0560249,nm0307086,Robert Gardner,
tt0059155,movie,Escape from Hell Island,Escape from Hell Island,0,1963,\N,80,Thriller,nm0828594,"nm0790533,nm0842515",nm0828594,Mark Stevens,
tt0059166,movie,The Family Jewels,The Family Jewels,0,1965,\N,99,Comedy,nm0001471,"nm0001471,nm0725075",nm0001471,Jerry Lewis,
tt0059283,movie,Hot Blooded Woman,Hot Blooded Woman,0,1965,\N,75,"Action,Drama,Romance",nm0077523,"nm0077523,nm5269947",nm0077523,Dale Berry,
tt0059356,movie,Kid Rodelo,Kid Rodelo,0,1966,\N,79,Western,nm0137999,"nm0478263,nm0110505,nm0622435",nm0137999,Richard Carlson,
tt0059382,movie,The Lemon Grove Kids Meet the Monsters,The Lemon Grove Kids Meet the Monsters,0,1968,\N,78,"Adventure,Comedy,Crime","nm0049392,nm0245081,nm1636702","nm1624580,nm0370827,nm0450693,nm0245081",nm0245081,Ray Dennis Steckler,
tt0059440,movie,At Midnight I'll Take Your Soul,À Meia Noite Levarei Sua Alma,0,1964,\N,84,Horror,nm0596261,"nm0596261,nm0576615",nm0596261,Jose Mojica Marins,
tt0059488,movie,The Koumiko Mystery,Le mystère Koumiko,0,1965,\N,46,Documentary,nm0003408,nm0003408,nm0003408,Chris Marker,
tt0059505,movie,Nightmare in the Sun,Nightmare in the Sun,0,1965,\N,80,"Crime,Drama","nm0001135,nm0492908","nm0268716,nm0287584,nm0492908,nm0859569",nm0001135,John Derek,
tt0059511,movie,Ninette y un señor de Murcia,Ninette y un señor de Murcia,0,1966,\N,105,Comedy,nm0273178,"nm0586263,nm0652811,nm0273178",nm0273178,Fernando Fernan Gomez,
tt0059518,movie,None But the Brave,None But the Brave,0,1965,\N,106,"Adventure,Drama,War",nm0000069,"nm0878605,nm0839783,nm0645762",nm0000069,Frank Sinatra,
tt0059529,movie,Triumph Over Violence,Obyknovennyy fashizm,0,1965,\N,138,"Documentary,History,War",nm0739677,"nm0451406,nm0739677,nm0878014",nm0739677,Mikhail Romm,
tt0059535,movie,"Oggi, domani, dopodomani","Oggi, domani, dopodomani",0,1965,\N,85,Comedy,"nm0208370,nm0274659,nm0757790","nm0274659,nm0044156,nm0208370,nm0702898,nm0661650,nm0144689,nm0595063,nm0757790",nm0757790,Luciano Salce,
tt0059539,movie,Once Before I Die,Once Before I Die,0,1966,\N,97,"Drama,War",nm0001135,"nm0545276,nm0803894",nm0001135,John Derek,
tt0059565,movie,Six in Paris,Paris vu par...,0,1965,\N,95,"Comedy,Drama","nm0001031,nm0234749,nm0000419,nm0689554,nm0006445,nm0745541","nm0001031,nm0234749,nm0000419,nm0445637,nm0689554,nm0006445,nm0745541",nm0001031,Claude Chabrol,
tt0059668,movie,Identification Marks: None,Rysopis,0,1965,\N,73,Drama,nm0804592,nm0804592,nm0804592,Jerzy Skolimowski,
tt0059680,movie,Satan's Harvest,Satan's Harvest,0,1970,\N,88,Action,nm0599787,nm0599787,nm0599787,George Montgomery,
tt0059788,movie,Tell Me in the Sunlight,Tell Me in the Sunlight,0,1965,\N,82,"Drama,Romance",nm0168215,"nm0168215,nm0374268,nm0828726",nm0168215,Steve Cochran,
tt0059790,movie,Woman and Temptation,La tentación desnuda,0,1966,\N,95,Drama,nm0090109,nm0090109,nm0090109,Armando Bo,
tt0059804,movie,Jessy Does Not Forgive... He Kills!,Tierra de fuego,0,1965,\N,87,Western,"nm0828594,nm0049621","nm0049617,nm0219467,nm0828594,nm0518192",nm0828594,Mark Stevens,
tt0059809,movie,Xiang si hu pan,Xiang si hu pan,0,1965,\N,\N,\N,nm0159201,nm1968466,nm0159201,Yuen Chor,
tt0059884,movie,"War and Peace, Part I: Andrei Bolkonsky",Voyna i mir I: Andrey Bolkonskiy,0,1965,\N,147,"Drama,War",nm0094083,"nm0866243,nm0094083,nm0813537",nm0094083,Sergey Bondarchuk,
tt0059892,movie,Walkover,Walkower,0,1965,\N,77,"Drama,Sport",nm0804592,nm0804592,nm0804592,Jerzy Skolimowski,
tt0059934,movie,Yoyo,Yoyo,0,1965,\N,92,"Comedy,Drama,Family",nm0959916,"nm0959916,nm0140643",nm0959916,Pierre Etaix,
tt0060083,movie,Oh How It Hurts 66,Aybolit-66,0,1967,\N,99,"Comedy,Family,Musical",nm0125909,"nm0125909,nm0161063,nm0466602",nm0125909,Rolan Bykov,
tt0060114,movie,Anémone,Anémone,0,1968,\N,60,\N,nm0308042,nm0308042,nm0308042,Philippe Garrel,
tt0060164,movie,The Bible: In the Beginning...,The Bible: In the Beginning...,0,1966,\N,174,"Drama,Family",nm0001379,"nm0296737,nm0000080,nm0094558,nm0341258,nm0673773,nm0812827",nm0001379,John Huston,
tt0060310,movie,Dil Diya Dard Liya,Dil Diya Dard Liya,0,1966,\N,169,"Drama,Musical,Romance","nm0439074,nm0474801",nm1538297,nm0474801,Dilip Kumar,
tt0060319,movie,Do Dilon Ki Dastaan,Do Dilon Ki Dastaan,0,1966,\N,153,Romance,"nm0149850,nm0474850","nm2157080,nm0474850,nm0659760",nm0474850,Pradeep Kumar,
tt0060334,movie,A Faithful Soldier of Pancho Villa,Un dorado de Pancho Villa,0,1967,\N,95,"Adventure,Drama,War",nm0273477,nm0273477,nm0273477,Emilio Fernandez,
tt0060371,movie,The Endless Summer,The Endless Summer,0,1965,\N,95,"Documentary,Sport",nm0113164,nm0113164,nm0113164,Bruce Brown,
tt0060380,movie,Esta Noite Encarnarei no Teu Cadáver,Esta Noite Encarnarei no Teu Cadáver,0,1967,\N,108,Horror,nm0596261,"nm0211368,nm0596261",nm0596261,Jose Mojica Marins,
tt0060500,movie,Hell of Borneo,Hell of Borneo,0,1967,\N,96,Adventure,nm0599787,"nm0342927,nm0599787",nm0599787,George Montgomery,
tt0060553,movie,Yun hai yu gong yuan,Yun hai yu gong yuan,0,1966,\N,107,"Action,Drama","nm0947445,nm1974249","nm0156573,nm1295635",nm1974249,Qi Fu,
tt0060612,movie,Kárpáthy Zoltán,Kárpáthy Zoltán,0,1966,\N,85,"Drama,History",nm0904651,"nm0258812,nm0433584",nm0904651,Zoltan Varkonyi,
tt0060666,movie,Manos: The Hands of Fate,Manos: The Hands of Fate,0,1966,\N,70,Horror,nm0912849,nm0912849,nm0912849,Harold P. Warren,
tt0060683,movie,Mayores con reparos,Mayores con reparos,0,1967,\N,92,Comedy,nm0273178,"nm0022116,nm0273178",nm0273178,Fernando Fernan Gomez,
tt0060736,movie,The Naked Prey,The Naked Prey,0,1965,\N,96,"Adventure,Drama,Thriller",nm0664273,"nm0426579,nm0676396",nm0664273,Cornel Wilde,
tt0060753,movie,Red Zone Cuba,Night Train to Mundo Fine,0,1966,\N,89,"Action,Adventure,Crime",nm0290118,nm0290118,nm0290118,Coleman Francis,
tt0060764,movie,Eroe vagabondo,Eroe vagabondo,0,1966,\N,103,Drama,nm0763492,"nm0042792,nm0097466,nm0502398,nm0763492",nm0763492,Walter Santesso,
tt0060779,movie,Oj oj oj eller 'Sången om den eldröda hummern',Oj oj oj eller 'Sången om den eldröda hummern',0,1966,\N,92,Comedy,nm0043472,"nm0043472,nm0286873",nm0043472,Torbjorn Axelman,
tt0060939,movie,Santo vs. the Head Hunters,Santo contra los cazadores de cabezas,0,1971,\N,80,"Action,Adventure,Drama",nm0136579,"nm0136579,nm0868531",nm0136579,Rene Cardona,
tt0060993,movie,Fumo di Londra,Fumo di Londra,0,1966,\N,122,Comedy,nm0814773,"nm0814773,nm0024847",nm0814773,Alberto Sordi,
tt0061060,movie,Take Me Naked,Take Me Naked,0,1966,\N,69,Horror,"nm0272104,nm0011897","nm0272104,nm0011897,nm0522223,nm0843378",nm0011897,Roberta Findlay,
tt0061060,movie,Take Me Naked,Take Me Naked,0,1966,\N,69,Horror,"nm0272104,nm0011897","nm0272104,nm0011897,nm0522223,nm0843378",nm0272104,Michael Findlay,
tt0061093,movie,Three on a Couch,Three on a Couch,0,1966,\N,109,"Comedy,Romance",nm0001471,"nm0743259,nm0853138,nm0838441,nm0941703",nm0001471,Jerry Lewis,
tt0061121,movie,Tri tolstyaka,Tri tolstyaka,0,1966,\N,92,"Adventure,Family,Fantasy","nm0788522,nm0060692","nm0060692,nm0646316,nm0647847",nm0060692,Aleksey Batalov,
tt0061154,movie,Vestida de novia,Vestida de novia,0,1967,\N,98,Musical,nm0548072,"nm0735723,nm0844689,nm0883756",nm0548072,Ana Mariscal,
tt0061162,movie,"War and Peace, Part II: Natasha Rostova",Voyna i mir II: Natasha Rostova,0,1966,\N,98,Drama,nm0094083,"nm0866243,nm0094083,nm0813537",nm0094083,Sergey Bondarchuk,
tt0061177,movie,"What's Up, Tiger Lily?","What's Up, Tiger Lily?",0,1966,\N,80,"Adventure,Comedy,Crime","nm0000095,nm0849474","nm0000095,nm0125518,nm0489837,nm0071855,nm0561752,nm0741582,nm6802799,nm0027934,nm6802801",nm0000095,Woody Allen,
tt0061381,movie,Ballata per un pistolero,Ballata per un pistolero,0,1967,\N,98,Western,nm0130731,"nm0130731,nm0003204",nm0130731,Alfio Caltabiano,
tt0061382,movie,The Bandits,The Bandits,0,1967,\N,88,"Adventure,Drama,Western","nm0001066,nm0951577","nm0001066,nm0223988,nm0951577",nm0001066,Robert Conrad,
tt0061389,movie,Beach Red,Beach Red,0,1967,\N,105,"Drama,War",nm0664273,"nm0426579,nm0676396,nm0664273,nm0101379",nm0664273,Cornel Wilde,
tt0061401,movie,The Big Mouth,The Big Mouth,0,1967,\N,107,"Action,Comedy,Crime",nm0001471,"nm0001471,nm0725075",nm0001471,Jerry Lewis,
tt0061420,movie,The Born Losers,The Born Losers,0,1967,\N,113,"Action,Drama,Thriller",nm0490871,nm0416466,nm0490871,Tom Laughlin,
tt0061513,movie,Cool It Baby,Cool It Baby,0,1967,\N,75,Drama,"nm0555778,nm0132032","nm0555778,nm0657703",nm0555778,Joseph Marzano,
tt0061542,movie,Summons to Death,Cui ming fu,0,1967,\N,\N,"Action,Adventure,Crime",nm0516344,"nm0266750,nm0516344",nm0516344,Wei Lo,
tt0061580,movie,Ditirambo,Ditirambo,0,1969,\N,103,"Comedy,Drama,Mystery",nm0840779,nm0840779,nm0840779,Gonzalo Suarez,
tt0061655,movie,The Fearless Vampire Killers,Dance of the Vampires,0,1967,\N,108,"Comedy,Horror",nm0000591,"nm0102722,nm0000591",nm0000591,Roman Polanski,
tt0061668,movie,The Seventh Floor,Il fischio al naso,0,1967,\N,112,Comedy,nm0865575,"nm0044156,nm0850160,nm0769213,nm1277016,nm0865575,nm0125635",nm0865575,Ugo Tognazzi,
tt0061828,movie,An Italian in America,Un italiano in America,0,1967,\N,96,Comedy,nm0814773,"nm0814773,nm0814242",nm0814773,Alberto Sordi,
tt0061829,movie,J'ai tué Raspoutine,J'ai tué Raspoutine,0,1967,\N,100,"Biography,Drama,History",nm0396136,"nm0951156,nm3038276,nm0213696,nm0220850,nm0396136",nm0396136,Robert Hossein,
tt0061834,movie,I Am Curious (Yellow),Jag är nyfiken - en film i gult,0,1967,\N,121,"Drama,Romance",nm0803672,nm0803672,nm0803672,Vilgot Sjoman,
tt0061883,movie,Brief Encounters,Korotkie vstrechi,0,1967,\N,96,"Comedy,Drama,Romance",nm0613645,"nm0613645,nm0955845",nm0613645,Kira Muratova,
tt0061932,movie,Yu hai qing mo,Yu hai qing mo,0,1967,\N,94,Mystery,nm0516344,"nm0128906,nm8735998",nm0516344,Wei Lo,
tt0061969,movie,"Mi mujer, la sueca y yo","Mi mujer, la sueca y yo",0,1967,\N,\N,Comedy,nm0305569,"nm0305569,nm0828562",nm0305569,Arturo Garcia Buhr,
tt0062004,movie,Muhair,La mujer de mi padre,0,1967,\N,90,Drama,nm0090109,nm0090109,nm0090109,Armando Bo,
tt0062012,movie,Black on White,Mustaa valkoisella,0,1968,\N,95,Drama,nm0232807,"nm0232807,nm1360963,nm0889682",nm0232807,Jorn Donner,
tt0062018,movie,Más allá del sexo,Más allá del sexo,0,1967,\N,80,\N,nm0686700,nm0686700,nm0686700,Arturo Plascencia,
tt0062043,movie,A Man Vanishes,Ningen jôhatsu,0,1967,\N,130,Documentary,nm0408076,\N,nm0408076,Shohei Imamura,
tt0062136,movie,Playtime,Playtime,0,1967,\N,155,Comedy,nm0004244,"nm0004244,nm0481401,nm0118290",nm0004244,Jacques Tati,
tt0062144,movie,Portrait of Jason,Portrait of Jason,0,1967,\N,105,"Biography,Documentary",nm0164999,\N,nm0164999,Shirley Clarke,
tt0062242,movie,"Scusi, lei è favorevole o contrario?","Scusi, lei è favorevole o contrario?",0,1966,\N,129,Comedy,nm0814773,"nm0814773,nm0024847,nm0000783",nm0814773,Alberto Sordi,
tt0062253,movie,Criminal Affair,7 uomini e un cervello,0,1968,\N,106,"Comedy,Crime","nm0106387,nm0460647","nm0106387,nm0176420,nm0181753",nm0106387,Rossano Brazzi,
tt0062274,movie,Ski on the Wild Side,Ski on the Wild Side,0,1967,\N,104,"Documentary,Sport","nm7919108,nm0589498",nm0589498,nm0589498,Warren Miller,
tt0062306,movie,Stimulantia,Stimulantia,0,1967,\N,105,Drama,"nm0596410,nm0019244,nm0803672,nm0036115,nm0000005,nm0200192,nm0232807,nm0351432,nm0009255","nm0009255,nm0019244,nm0036115,nm0000005,nm0200192,nm0232807,nm0351432,nm0430746,nm0596410,nm0803672,nm0051304,nm0560943",nm0009255,Hans Abramson,
tt0062306,movie,Stimulantia,Stimulantia,0,1967,\N,105,Drama,"nm0596410,nm0019244,nm0803672,nm0036115,nm0000005,nm0200192,nm0232807,nm0351432,nm0009255","nm0009255,nm0019244,nm0036115,nm0000005,nm0200192,nm0232807,nm0351432,nm0430746,nm0596410,nm0803672,nm0051304,nm0560943",nm0019244,Hans Alfredson,
tt0062385,movie,The Touch of Her Flesh,The Touch of Her Flesh,0,1967,\N,74,"Horror,Thriller",nm0272104,nm0272104,nm0272104,Michael Findlay,
tt0062448,movie,The Violent Ones,The Violent Ones,0,1967,\N,95,"Crime,Drama",nm0482881,"nm0204332,nm0293750,nm0588475,nm0933337",nm0482881,Fernando Lamas,
tt0062455,movie,"War and Peace, Part III: The Year 1812",Voyna i mir III: 1812 god,0,1967,\N,81,"Drama,History,War",nm0094083,"nm0866243,nm0094083,nm0813537",nm0094083,Sergey Bondarchuk,
tt0062456,movie,"War and Peace, Part IV: Pierre Bezukhov",Voyna i mir IV: Pierre Bezukhov,0,1967,\N,100,Drama,nm0094083,"nm0866243,nm0094083,nm0813537",nm0094083,Sergey Bondarchuk,
tt0062492,movie,Wild 90,Wild 90,0,1968,\N,90,"Comedy,Crime,Drama",nm0537551,nm0672060,nm0537551,Norman Mailer,
tt0062628,movie,Setenta veces siete,Setenta veces siete,0,1968,\N,90,Drama,nm0009567,nm0009567,nm0009567,Felix Acaso,
tt0062757,movie,The Brothers Karamazov,Bratya Karamazovy,0,1969,\N,232,Drama,"nm0492253,nm0880761,nm0701576","nm0234502,nm0701576",nm0492253,Kirill Lavrov,
tt0062757,movie,The Brothers Karamazov,Bratya Karamazovy,0,1969,\N,232,Drama,"nm0492253,nm0880761,nm0701576","nm0234502,nm0701576",nm0880761,Mikhail Ulyanov,
tt0062773,movie,Calcutta,Calcutta,0,1969,\N,105,Documentary,nm0001501,nm0001501,nm0001501,Louis Malle,
tt0062792,movie,Charlie Bubbles,Charlie Bubbles,0,1968,\N,89,"Comedy,Drama",nm0001215,nm0216340,nm0001215,Albert Finney,
tt0062837,movie,The Iron Cross,A Cruz de Ferro,0,1968,\N,146,Drama,nm0229445,"nm0289602,nm0684623,nm0229445",nm0229445,Jorge Brum do Canto,
tt0062859,movie,A Dandy in Aspic,A Dandy in Aspic,0,1968,\N,107,"Action,Drama,Thriller","nm0542649,nm0002131",nm0549220,nm0002131,Laurence Harvey,
tt0062881,movie,Det er så synd for farmand,Det er så synd for farmand,0,1968,\N,87,"Comedy,Family,Romance",nm0485999,"nm0347708,nm0806195,nm0806196",nm0485999,Ebbe Langberg,
tt0062898,movie,Doctor Faustus,Doctor Faustus,0,1967,\N,93,"Drama,Horror,Mystery","nm0169065,nm0000009","nm0549265,nm0169065,nm0542554",nm0000009,Richard Burton,
tt0062900,movie,They Call Us Misfits,Dom kallar oss mods,0,1968,\N,100,Documentary,"nm0418724,nm0511951","nm0418724,nm0511951",nm0418724,Stefan Jarl,
tt0062988,movie,Jin shi qing,Jin shi qing,0,1968,\N,102,"Musical,Romance",nm0516344,nm3379655,nm0516344,Wei Lo,
tt0062993,movie,Fuego,Fuego,0,1969,\N,81,Drama,nm0090109,nm0090109,nm0090109,Armando Bo,
tt0062997,movie,Le Gai Savoir,Le gai savoir,0,1969,\N,95,Drama,nm0000419,"nm0000419,nm0003707",nm0000419,Jean-Luc Godard,
tt0063007,movie,Gente d'onore,Gente d'onore,0,1967,\N,89,"Crime,Drama",nm0525793,"nm0139536,nm0187454,nm0525793",nm0525793,Folco Lulli,
tt0063035,movie,The Green Berets,The Green Berets,0,1968,\N,142,"Drama,War","nm0446129,nm0000078,nm0503777","nm0057157,nm0601811",nm0000078,John Wayne,
tt0063084,movie,The Hour of the Furnaces,"La hora de los hornos: Notas y testimonios sobre el neocolonialismo, la violencia y la liberación",0,1968,\N,260,"Documentary,History,War","nm0812625,nm0315222","nm0315222,nm0812625",nm0812625,Fernando E. Solanas,
tt0063093,movie,Hostile Witness,Hostile Witness,0,1969,\N,101,Drama,nm0001537,nm0736520,nm0001537,Ray Milland,
tt0063111,movie,Humsaya,Humsaya,0,1968,\N,\N,"Action,Drama,Mystery",nm0611535,"nm0440589,nm2804904,nm1996654",nm0611535,Joy Mukherjee,
tt0063149,movie,I Am Curious (Blue),Jag är nyfiken - en film i blått,0,1968,\N,107,Drama,nm0803672,nm0803672,nm0803672,Vilgot Sjoman,
tt0063245,movie,Love in Our Time,Love in Our Time,0,1968,\N,87,\N,nm0019923,nm0019923,nm0019923,Elkan Allan,
tt0063366,movie,Our Lady of the Turks,Nostra signora dei turchi,0,1968,\N,124,Drama,nm0070644,nm0070644,nm0070644,Carmelo Bene,
tt0063418,movie,El paseíllo,El paseíllo,0,1968,\N,100,\N,nm0548072,"nm0070293,nm0548072,nm0883756,nm0945147",nm0548072,Ana Mariscal,
tt0063626,movie,Beyond Control,Sommersprossen,0,1968,\N,90,"Crime,Drama",nm0299730,"nm0299730,nm5216501,nm0631254,nm0064981",nm0299730,Helmut Fornbacher,
tt0063685,movie,They Ran for Their Lives,They Ran for Their Lives,0,1968,\N,92,"Adventure,Crime,Drama","nm0236980,nm0668361",nm0543344,nm0668361,John Payne,
tt0063690,movie,A Thousand Pleasures,A Thousand Pleasures,0,1968,\N,70,"Horror,Thriller",nm0272104,nm0596317,nm0272104,Michael Findlay,
tt0063740,movie,Cemetery Without Crosses,Une corde un Colt...,0,1969,\N,90,Western,nm0396136,"nm0396136,nm0220850,nm0000783",nm0396136,Robert Hossein,
tt0064001,movie,Alibi,L'alibi,0,1969,\N,106,Drama,"nm0148041,nm0002094,nm0524645","nm0148041,nm0176420,nm0002094,nm0524645",nm0002094,Vittorio Gassman,
tt0064001,movie,Alibi,L'alibi,0,1969,\N,106,Drama,"nm0148041,nm0002094,nm0524645","nm0148041,nm0176420,nm0002094,nm0524645",nm0148041,Adolfo Celi,
tt0064001,movie,Alibi,L'alibi,0,1969,\N,106,Drama,"nm0148041,nm0002094,nm0524645","nm0148041,nm0176420,nm0002094,nm0524645",nm0524645,Luciano Lucignani,
tt0064020,movie,"Help Me, My Love",Amore mio aiutami,0,1969,\N,122,"Comedy,Drama,Romance",nm0814773,"nm0814242,nm0814773,nm0684083",nm0814773,Alberto Sordi,
tt0064070,movie,Roulette d'amour,Roulette d'amour,0,1969,\N,73,\N,nm0296425,"nm0147517,nm0266517,nm0296425",nm0296425,Frits Fronz,
